text,health rating,,,,,,,,,,,,,,,
"We’re in TX, governor’s opening our state this weekend. I’m concerned for my boys. My 8 yr old has severe asthma and my 10 yr old had whooping cough as an infant. He suffered damage to his respiratory system because of it. What can we do to keep our kids safe?",,,,,,,,,,,,,,,,
"people who were infected didn't do the right thing. you know that if you are sick with cold, cough or flu, you know that those are infectious right? one person got in the US with an infectious disease and infected someone, then it goes to someone. SO, it's the people's fault.",,,,,,,,,,,,,,,,
Also have cough a few Looks up recipe for xyz Hours later still there while uncooking,,,,,,,,,,,,,,,,
I'm fucking ready for stream in Twitch,,,,,,,,,,,,,,,,
Cough cough Xbox 360 cough cough servers still online cough hack,,,,,,,,,,,,,,,,
I ain’t gone lie them weed coughs be scaring me,,,,,,,,,,,,,,,,
WTH. I work in a hospital and he is endangering them by not wearing one. He could sneeze or cough and contaminate a area. Those patients mostly have low immune systems. Quit fuqn making excuses for the asswipe,,,,,,,,,,,,,,,,
Cough on me please,,,,,,,,,,,,,,,,
Masks required and ventilation has some serious U/V or filtration. Nobody boards with a fever or cough.,,,,,,,,,,,,,,,,
"I'm not saying I had the virus, just pointing out my very unusual (for me) symptoms. But having a cough for 3 years needs to be checked out though. Something else must be going on.",,,,,,,,,,,,,,,,
*cough* @TreyyMix *cough * https://twitter.com/originalbee__/status/1255159714876461056 …,,,,,,,,,,,,,,,,
"Hancock: “Apologise? Apologise for what? I did nothing! I mean, I did nothing wrong.” *coughs* https://twitter.com/imajsaclaimant/status/1255180140583227392 …",,,,,,,,,,,,,,,,
It's a parody. The original is just as stupid though. Jackasses talking about wanting to get sick. He later pulls the mask off and coughs.,,,,,,,,,,,,,,,,
"@unicefaustralia Felicity Wever: Now, more than ever, we need to ensure childhood immunisation rates remain high to avoid outbreaks of preventable childhood diseases like measles & whooping cough, which would be even more devastating at the moment @RACGP ",,,,,,,,,,,,,,,,
**cough** hope he gets it **cough**,,,,,,,,,,,,,,,,
*Squee* *coughs and regains composure* :|,,,,,,,,,,,,,,,,
Hhmmmm. Last time she waited to do something what was it that happened? Can’t quite put my finger on it. Cough corona cough Covid19 cough. Cough. Sorry allergies are kicking in.,,,,,,,,,,,,,,,,
Idk what that peach drank is they got at American Deli but it taste like cough syrup.,,,,,,,,,,,,,,,,
"All I hear on Twitter is “ waiting for May 4th “ so that some people can go out to fornicate and indulge in recklessness. We’ll be careful , I don’t want some of you presenting to Emergency on account of cough, fever , Breathlessness or recurrent bouts of diarrhea . Be guided",,,,,,,,,,,,,,,,
****cough cough***** hello! Im in the room.,,,,,,,,,,,,,,,,
Sooo trump said that she created over 15 million jobs cough cough,,,,,,,,,,,,,,,,
"“How dare you maintain any sort of standards!” Phö Cough, Thom. Biden isTrump with less Money & more Mask.",,,,,,,,,,,,,,,,
"WARNING:: If you say “New Normal” around me, I will sneeze, cough and hug on you!",,,,,,,,,,,,,,,,
"*starts bawling, stopping to cough sometimes*",,,,,,,,,,,,,,,,
It's so awful! And every cough sneeze I pee a little! It's so embarrassing.,,,,,,,,,,,,,,,,
"Is it Covid-19, my asthma, or my stoner cough?? #MemeThisQuarantinepic.twitter.com/QtndRFLu8M",,,,,,,,,,,,,,,,
Would be nice if I could have that virtual console library on Switch *cough* *cough*,,,,,,,,,,,,,,,,
Boys Who Cry? More like Boys Who Cough https://twitter.com/corona_bot__/status/1255252511482675200 …,,,,,,,,,,,,,,,,
"Yes, until the deaths are properly reported as to whether people die ""with"" or ""from"" C19 the figures are not clear. Of course the figures will be high if deaths even suspected (a cough) are recorded as a stat of died ""with"" C19 the figures will look crazy high.",,,,,,,,,,,,,,,,
cough cough pic.twitter.com/xcZW0gTXxn,,,,,,,,,,,,,,,,
"Teacher Who Said She'd Bribe Infected People to Cough on Trump Has Resigned :: Dan Bongino,https://occasion-to-be.com/teacher-who-said-shed-bribe-infected-people-to-cough-on-trump-has-resigned-dan-bongino/ …",,,,,,,,,,,,,,,,
Here's the latest on #COVID19Nigeria. Remember #COVID19 spreads through respiratory droplets when an infected person coughs or sneezes pic.twitter.com/6PDicj5nxa,,,,,,,,,,,,,,,,
*cough* pic.twitter.com/2692epbO6S,,,,,,,,,,,,,,,,
Hi..now that a lot of the numbers are in apropos Gt Britain /Sveirge .are we better..or worse than Sweden ??We've both got canny bands |( shame about Roxette just now)..Scientists now cough up ??,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
Never heard him cough,,,,,,,,,,,,,,,,
"I also had hives the week b4 the cough, didn’t think much of it. Now have read that some people’s first presentation is like shingles, hives or a rash. I don’t usually have hives",,,,,,,,,,,,,,,,
The problem with masks is that very few stop the virus from passing through them so if you're wearing a mask it doesn't protect you per se but should hopefully help protect others by reducing the spread if you sneeze or cough. Gloves do nothing though.,,,,,,,,,,,,,,,,
These mfs at my job be having the nastiest Newport 100 voices and coughs you ever heard,,,,,,,,,,,,,,,,
NCDC please I've been having stomach ache since morning with cough I was tested positive for HungerVid-19. Please where can I see food isolation centre..,,,,,,,,,,,,,,,,
Yup. You don’t die from a cough.,,,,,,,,,,,,,,,,
*coughs on u*,,,,,,,,,,,,,,,,
I cough for 6 months out of the year with a reactive lung disease. It’s also allergy season. So; 6 feet distance and wash your hands.,,,,,,,,,,,,,,,,
@lester_lavonne,,,,,,,,,,,,,,,,
"Rhode Island Teacher Resigns After Her Offering to Pay Someone With Coronavirus to Cough on President Trump Amy Bednarz was a 6th grade teacher at Villa Nova Middle School in Woonsocket, RI. WHAT? She agreed not to sue Woonsocket over the incident. https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/ …",,,,,,,,,,,,,,,,
"thought that i always kawai all the time.. coughs. ( ु ´͈ ᵕ `͈ )ु yesterday, my day went well! i had a good time for not leaving my bedroom. how about nii - chan?",,,,,,,,,,,,,,,,
"Teacher Who Said She'd Bribe Infected People to Cough on Trump Has Resigned :: Dan Bongino,https://bit.ly/2YgUdvB",,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostSideSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
Everyone needs to cough on him.,,,,,,,,,,,,,,,,
Next they will be told they can't play golf or visit their parents or go to the beach because this may give them a mental advantage. Ridiculous! AFL Footy Ops needs to be told to far cough.,,,,,,,,,,,,,,,,
i- i’ll put a mask on top of your cough so they don’t catch anything,,,,,,,,,,,,,,,,
Cough ~,,,,,,,,,,,,,,,,
Photography Q&A and portfolio review tonight @8pm on http://twitch.tv/coughsy ☆ DM me your portfolios if you want me to give you my opinion on them! Reminder: you must follow me to be able to type in chat,,,,,,,,,,,,,,,,
She has err...expressed her interest in becoming a pirate. Pretty sure that's different from a thief *coughs*,,,,,,,,,,,,,,,,
You know that feeling when your coworker comes in with a high temperature and coughs all over you without even attempting to cover his goddamn mouth during a fucking pandemic and the rest of the people you work with TRULY believe that this COVID thing is a government scam...,,,,,,,,,,,,,,,,
"Two of my sons had a sore throat about 3 weeks ago, one had a cough for a few days. The wife had headaches, sore throat and a cough for about a week. No fevers. Me and my third son...nothing. But if they all had it, so did we.",,,,,,,,,,,,,,,,
"I think something that gets missed here is some streets don't need to be closed, they need a row of pylons on the curb to give peds another 1/2m to work with.https://twitter.com/zwoodford/status/1255187235072348160 …",,,,,,,,,,,,,,,,
i’d cough in a bag and put it in there,,,,,,,,,,,,,,,,
My dad said not to cough so hard... like I have a choice? Smh quarantine and this virus has taken the will to live in this house away. Once I’m healed I gotta move.,,,,,,,,,,,,,,,,
*cough* *cough* WATFORD *cough* *cough*,,,,,,,,,,,,,,,,
if zayn ask me to pretend like i never know about the baby i sure will!,,,,,,,,,,,,,,,,
I've had a cough for almost 3 years now had 2 endoscopies cancelled. Due 1 next month. No doubt that will be cancelled too. I don't agree with self diagnosis of Covid 19. Test first is my motto. Having similar symptoms is not a categoric diagnosis.,,,,,,,,,,,,,,,,
Next Up: Social distancing with gas vehicles. Please keep at least two car distances between you and vehicle in front of you to avoid accidents. A gas vehicle sped off in front of me today and left a big plume of gas in the air. #cough #vote #clean #air #buyelectric #state,,,,,,,,,,,,,,,,
"Ok! Still applies. Be hygienic! We cough and sneeze in our arm/elbow like we have always done and been taught. I understand it's scary, but we cannot live in fear over this. Use your common sense!",,,,,,,,,,,,,,,,
Who told you that it’s piece of paper is rt or not .... b/y musterd oil helps to prevent cold n cough ... so stop showing as u are very practical n intelligence... u are not u are like budhhijivi typ of,,,,,,,,,,,,,,,,
Um. We fucking ARE?? WTF kind of question is this?,,,,,,,,,,,,,,,,
ana hooop,,,,,,,,,,,,,,,,
Cough cough,,,,,,,,,,,,,,,,
WOW! “Cough in my face” guy?!? “ My kids are in the car sick and can’t be around the cell phones” woman?!? What a bunch of freaks.,,,,,,,,,,,,,,,,
"Lost count really think it’s 45 days...the cough & temp came in late on a Saturday mid March. Had had sniffles, sneezing & sore throat before, but didn’t start thinking it was something until me & hubby started coughing that weekend.",,,,,,,,,,,,,,,,
Im begging someone with vivid please go cough on them https://twitter.com/romeocarballo20/status/1254559796440608769 …,,,,,,,,,,,,,,,,
"All it takes is someone to sneeze, cough, drink your drink double dip, and kiss you. It get it in your head Christopher, it not hard to get it from the beach",,,,,,,,,,,,,,,,
"Fever, cough, & shortness of breath--the original triad--most common presenting sx in #COVID19 (though wonder if this was biased by the initial focus on these 3 sx & preferential testing in pts who had them). GI symptoms also common, as well as confusion (?hypoxia vs neurotox).https://twitter.com/Aiims1742/status/1255266186713071616 …",,,,,,,,,,,,,,,,
Clarke disgust me yfff,,,,,,,,,,,,,,,,
*cough* @stillgotme *cough*https://music.youtube.com/watch?v=xGvGns3wp_I&feature=share … https://ift.tt/3aQkweJ *cough* @stillgotme *cough* https://music.youtube.com/watch?v=xGvGns3wp_I&feature=share …pic.twitter.com/cOWiLAGnXT,,,,,,,,,,,,,,,,
I have hella allergies I’m not trying to go to school and have bitches staring at me over a cough,,,,,,,,,,,,,,,,
chronixx a you dat?,,,,,,,,,,,,,,,,
Cough cough,,,,,,,,,,,,,,,,
"Question: Could a person showing NO Signs of Covid, No fever, No Cough, No sore throat, Nothing! STILL be positive, passing this Virus around, is it possible?",,,,,,,,,,,,,,,,
*cough*,,,,,,,,,,,,,,,,
"My daughters and myself had virus. Horrible sore throat, cough, severe congestion. The duration was what got me. 2 weeks to peak, 2 weeks to feel normal. Definitely NOT the worst thing I ever had! BTW- 2 of us have asthma, NO ISSUES!",,,,,,,,,,,,,,,,
CDC: practice social distancing and cough into your elbow when possible Pence: *bumping elbows without a mask in a crowded hospital room* Also Pence: *finger guns* https://twitter.com/acyn/status/1255199061897928705 …,,,,,,,,,,,,,,,,
"In Los Angeles they don't use the nose swab, instead they have you cough a few times and swab your mouth.",,,,,,,,,,,,,,,,
Alr mf gon cough,,,,,,,,,,,,,,,,
"Us: we have contactless curb side pickup Woman: I’m coughing and I can’t even speak so lemme pop right in, stand right up close to you and cough for 4 minutes",,,,,,,,,,,,,,,,
Twitter starting to act a bit too much like uwi... sumn ever a bruk down,,,,,,,,,,,,,,,,
Masks don't protect you from what's floating in the air - unless it's an N-95 mask - which even that only protects you from 95% of the particles. Our cheap masks certainly don't protect that good. Wearing a mask in public IS FOR OTHERS - when you breath or cough OUT. STUPID! pic.twitter.com/bLQI7dc532,,,,,,,,,,,,,,,,
This is the real deal. I had a test for Whooping cough and it was the same. Horrible!! https://twitter.com/angrierwhstaff/status/1255012327302234114 …,,,,,,,,,,,,,,,,
Cough cough “flat ass” cough cough,,,,,,,,,,,,,,,,
Who are the government to dictate the moral judgement of future of soceity and demonize people who may just have a natural short cough.Humans clear their throats by coughing. If we all stayed away everytime we felt a little unwell the economy would collapse.Ridiculous hysteria! pic.twitter.com/F7Oup4dUKk,,,,,,,,,,,,,,,,
"A similar pattern applies to the covid-19. By attacking the respiratory system and causing symptoms such as cough and fever, it increases the chances of its spread, again whether intentionally or forced. So, the infected human, exhibiting the symptoms, coughs and sneezes more...",,,,,,,,,,,,,,,,
